Date,Title,Content,Author,Corporate Author,Class
9/11/2020,,"The Malawi Electoral Commission (MEC) has called on all stakeholders to join hands if elections are to be well-managed and acceptable by all.
MEC Chairperson Dr. Chifundo Kachale spoke today, Friday at the National Elections Consultative Committee, NECOF meeting under way in Lilongwe.
Among other things, MEC has explained to participants, who include representatives from political parties and civil society organisations, on the June 23 Fresh Presidential Election on November 10, 2020.",,Zodiak Online,1
2/3/2019,,"Malawi Congress Party President Lazarus Chakwera has resigned as Member of Parliament for Lilongwe North West with immediate effect.
The MCP leader has penned the Speaker of Parliament on the development, without saying why he has made this decision now.",,Zodiak Online,1
2/3/2019,,"Malawi Congress Party President Lazarus Chakwera has announced that they are now in working relationship with Khumbo Kachali’s little-known Freedom Party.
Chakwera announced this a short while ago during a press briefing in Blantyre.",,Zodiak Online,1
2/3/2019,,"Former President Joyce Banda has pulled out from the May 21 presidential race to support Vice President Dr. Saulos Chilima.
In an interview with the BBC Mrs Banda said she will not even vie for the position of Chilima’s running mate.
Last Friday, Chilima’s UTM announced it has partnered with Mrs. Banda’s Peoples’ Party, Alliance for Democracy AFORD and Tikonze Dziko lathu ahead of the race.",,Zodiak Online,1
2/24/2020,,"Parliament has set 19 May, 2020 as date for fresh Presidential Election following the nullification of May 21, 2019 Presidential Election results by the Constitutional Court.
This follows the amendment of the Parliamentary and Presidential Elections Act that the next general election should be held on Tuesday in the third week of May 2025.
Parliament also ammended the Electoral Commission Act to among others allow all political parties represented in the house to nominate Malawi Electoral Commission commissioners.",,Zodiak Online,1
5/29/2020,,"President Peter Mutharika, who is also presidential candidate for the DPP-UDF alliance, in the forth coming fresh presidential election has justified his absence from political campaign trail saying he is complying with COVID-19 preventive measures he declared. 
Speaking on the state controlled broadcaster, Malawi Broadcasting Cooperation Friday night,  Mutharika described the judiciary's decision to nullify the 2019 presidential election results as unfortunate, tragic, ridiculous, a travesty of justice  and shameful alleging that the judges have plotted to contribute to a regime change.
He also maintained that Justice Dr. Jane Ansah is a patriotic and a very competent judge  with not only a Masters Degree, but also a PhD, which he also alleges that all of the judges in the Constitutional Court and Supreme Court do not have.",,Zodiak Online,1
2/24/2020,,"Dethroned vice president, Everton Chimulirenji, has today been sworn-in as minister responsible for Disaster Management Affairs and Public Events. The event took place at Kamuzu Palace, according to Presidential Press Secretary, Mgeme Kalilani. Chimulirenji was dethroned by a constitutional court order which nullified the May 2019 presidential election in which he was runningmate to DPP presidential candidate, Professor Arthur Peter Mutharika. The court reverted the state of presidency in Malawi to the May 2014 presidential election with Mutharika as president and Dr. Saulos Chilima as veep. The state house event today points to compliance of the court order by the presidency.",,Zodiak Online,1
1/10/2020,,"Chief Election Observer for the EU to Malawi Miroslav Poche says he is disappointed his team has not been able to present their final report on Malawi’s May 21 2019 elections following resentment from local stakeholders. 
Poche says the report is a technical document and it does not interfere with the current political discourse in light of the presidential election case.
He says the mission will publish the report in February 2020.",,Zodiak Online,1
12/4/2018,,"A group of disgruntled Malawi Congress Party aspiring candidates who are protesting the primary election results in the central region have warned that the party may lose more parliamentary and local government seats if party officials continue to impose candidates against people's wishes.
MP for Kasungu East, who is also MCP's Regional Campaign Director for the centre, Madalitso Kazombo, says all the disgruntled candidates have ganged up to support each other as they contest as independents to ‘teach’ the party a lesson in 2019.",,Zodiak Online,1
6/3/2020,,"The Malawi Electoral Commission says it has put on hold printing of ballot papers until Parliament sets a date for fresh presidential polls. 
MEC Commissioner, Dr. Jean Mathanga, made the remarks today in Dowa during training  for Master Trainers on polling procedures and results management.
Dr. Mathanga has since appealed to the Master Trainers to emphasize to the presiding officers to avoid a repeat of mistakes of 2019 tripartite elections such as use of tippex in the forthcoming fresh presidential election.",,Zodiak Online,1
4/17/2024,,"Judges of the Malawi Supreme Court of Appeal have today gathered in Lilongwe for a debriefing session on the management of election cases with a focus on the 2019 and 2020 national elections.
According to Chief Justice Rizine Mzikamanda who is presiding over the opening of the workshop, they would like to take a stock on how election cases were handled, reflecting on challenges and successes.
Malawi Electoral Commission and the newly formed Malawi Judiciary Committee on Elections have organized the debriefing with support from UNDP.",Cassim Aubi,Zodiak Online,1
2/3/2019,,"Former President Joyce Banda has pulled out from the May 21 presidential race to support Vice President Dr. Saulos Chilima.
In an interview with the BBC Mrs Banda said she will not even vie for the position of Chilima’s running mate.
Last Friday, Chilima’s UTM announced it has partnered with Mrs. Banda’s Peoples’ Party, Alliance for Democracy AFORD and Tikonze Dziko lathu ahead of the race.",,Zodiak Online,1
1/4/2021,,"Parliament says is now ready to destroy polling materials for the nullified 2019 presidential election.
Deputy Clerk of Parliament Responsible for Corporate Services Chikondi Kachinjika, says this follows the completion of handling all election related complaints.
This was disclosed today when the Malawi Electoral Commission handed over polling materials for December 2020 Parliamentary by elections to parliament, for disposal.",,Zodiak Online,1
5/12/2018,,"It was clear that the current MCP vice president Richard Msowoya, who was Dr. Lazarus Chakwera’s running mate in the last election, has been pushed to the side as the party ushers in new member Sidik Mia on the position of VP, most likely Chakwera’s running mate in the 2019 election.",,Zodiak Online,1
2/14/2020,,"Malawi Congress Party’s youthful trio of Daud Sulemani,Peter Lackson Chimangeni and Anthony Bendulo,witnesses for MCP president Lazarus Chakwera  in the 21 May, 2019 disputed presidential election case has stormed Mzuzu University campus for a public lecture.
The public debate is under the theme “The Role of Students and the Youth in Democratic Malawi”",,Zodiak Online,1
FEB 25 2020,,"Democratic Progressive Party and United Democratic Front on Tuesday announced a working alliance with indirect condemnation at MCP for living up to its dictatorship days as a party of violence and bloodshed. In their joint statement and in speeches by leaders of the two parties, MCP's violence of the past 11 months kept recurring, in some cases wrapped in messages of the importance of peace, love and unity -- values which the two parties said they prize highly as they are central to Malawi's development. In the statement, DPP and UDF said their alliance comes at a time when some politicians are threatening the peace and stability which this country has enjoyed for many years.",,Malawi Independent,0
OCT 13 2024,,"Malawi Congress Party is fielding a son of Zikhale Ng�oma Kamajekete in Ntcheu Central constituency as an independent MP in the run to 2025 elections , His name is Wongani Ng�oma.. Please , please , chonde anthu aku Ntcheu , Say NO to son of Zikhale Ng�oma , Wongani Ng�oma. His father took a hand in the murder of Vice President Saulos Klaus Chilima who was one of your own . Don�t be stupid to betray Biyeni Saulos Chilima by voting for a son of Ken Zikhale Ng�oma by the name of Wongani Ng�oma.",,Malawi Independent,0
OCT 13 2024,,Chakwera�s push ups push cooking oil prices up ,,Malawi Independent,0
OCT 13 2024,,"Exposed  123 days after the Vice President Saulos Chilima was killed in a plane crash and three weeks after the uncovering of illegal contracts worth over K1.5 trillion orchestrated by his own office- President Chakwera sees no need to react, act or even respond to Malawians but less than 24 hours of social media rumours of his health, he organized a parade, video and street push ups like a circus patron. Secretary to the President and Cabinet Colleen Zamba seems to have been appointed by President Chakwera to manage looting and transfer of public funds in a shocking state capture that involved fake companies, accounts of the Presidents relations and embarrassing fake statements with wrong logos. ",,Malawi Independent,0
OCT 10 2024,,"On 19 September we revealed plans by NRB and MEC hosting their servers in Netherlands as part of rigging in favor of MCP. Today , platform for investigative journalism has hinted on what we established.",,Malawi Independent,0
OCT 10 2024,,USA government speaks on the plots by outgoing Malawi Congress Party to rig the 2025 elections . �Let all eligible voters register to vote � and do not �Suppress or make difficult voting process �.,,Malawi Independent,0
OCT 9 2024,,"This publication can reveal that State House has cancelled all the appointments that President Chakwera had today and tommorow's Cabinet meeting has been rescheduled to a later date, due to what State House has called  ""Unforseen Circumstances"" There are reports from undisclosed sources that the Outgoing President who was hit hard by stroke last week is critically ill. More details to follow.",,Malawi Independent,0
OCT 9 2024,CHAKWERA'S ILLNESS WORSENS.,"There is a sombre at State house as the outgoing President is reported to have fainted three times today as his illness worsens, according to our source at State House who asked for anonymity. Chakwera suffered stroke last week when he was in the United States of America. The outgoing President has been under immense pressure to institute commission of inquiry to establish what transpired before and after  the death of Vice President Saulos Chilima. Meanwhile, Chakwera has also been hit by resignation of three senior cabinet ministers a thing that led to detoriation of his health. We will keep you updated.",,Malawi Independent,0
OCT 9 2024,,It never rains but pours for poor Malawians under the incompetent leadership of outgoing President Lazarus Chakwera.,,Malawi Independent,0
OCT 8 2024,,"JUST IN As earlier reported by this Publication, MCP controlled Malawi Police  Service has summoned DPP Vice President for South, Joseph Mwanamveka to police headquarters. Malawi Congress Party is planning to harass and intimidate DPP top officials with arrests and property fortification. More details to follow.",,Malawi Independent,0
OCT 8 2024,,"BREAKING NEWS Malawi's three senior cabinet ministers in the Chakwera administration have tendered their resignation to President Chakwera, our sources from capital hill have revealed. Two of the cabinet ministers who come from the northern part of the country have expressed deep concerns on how Chakwera and his close associates have  embroiled themselves into stinking corruption. Quite interesting is the reason that has forced the  other third Minister to resign. It is alleged that since the death of Chilima, he has been having sleepless nights and he is so troubled to an extent that he can no longer effectively discharge his duties.  Whilst other political commentators point to Corruption, tyranny and arrogance of Chakwera, some pundits say, resignation of those Ministers who come from the North is a reaction to a survey sanctioned by MCP which have revealed a steep declining popularity of the party standing at 8% with a surging popularity increase of the Democratic Progressive Party-DPP (74%)in the region, posting a threat that they will likely lose their seats if they decide to stand on MCP ticket in the upcoming Parliamentary elections.",,Malawi Independent,0
OCT 8 2024,,"The young people of this country should keep working hard and indeed prioritise education. There should be no excuses. Learn from us, your elders. HE.Prof.Arthur Peter Mutharika JSD October 06,2024, Mlhakho wa alhomwe. APM-A return to proven leadership",,Malawi Independent,0
OCT 8 2024,,"Bridging Foundation Deal (2022): A fraudulent US$6.8 billion agreement that resulted in no tangible benefits for Malawi. Barkaat Foods Limited Scandal (2022): A US$1 billion scam for fertilizer procurement that never materialized, causing massive financial losses. East Bridge Estates Fraud (2023): A US$250 million fraudulent deal involving sovereign guarantees, which was defended by top officials despite its clear corruption....",,Malawi Independent,0
OCT 7 2024,,"Controversial Joshua Chisa Mbele fondly called Mneneri Yoswa on Facebook has opened a further can of worms for outgoing and corrupt Malawi Congress Party, tipping scribe Kondwani Munthali on exposing the planned heist of MK 1.5 trillion by Malawi Congress Party officials when Malawians are suffering .  Mbele posted :�Munthali Bell Kondwani here little help is when misrepresention of material facts are suspected, hit them with 3 requests:...",,Malawi Independent,0
OCT 7 2024,,"Desperate MCP thieves , they have failed to fool Malawians to steal MK 1.4 trillion  Now they have used their dobadoba to create a bogus website thinking they will fool Malawians again , positing to be the Dubai sheik .",,Malawi Independent,0
OCT 7 2024,,One million jobs failed and the state of economy under Chimbalangondo Lazarus Chakwera is unimaginable. Let�s help this brother Richard Phiri .,,Malawi Independent,0
OCT 7 2024,,Incoming President Arthur Peter Mutharika at Mulhako Wa Alhomwe . Despite MCP tactics to distribute free Maize in Thyolo and Mulanje today . Thousands of people came out to embrace #ReturnToProvenLeadership.,,Malawi Independent,0
OCT 6 2024,,Things Fall Apart MCP since SKC�s death: not invited to Aford Convention; not invited to DPP Convention; not welcome to UDF Convention; banned from Mulhako wa Alomwe; And not wanted at all at UTM Convention.,,Malawi Independent,0
OCT 6 2024,,"93 out of 100 Malawians are feeling that outgoing President, Lazarus Chakwera is the most corrupt leader in the history .  This is according to a survey that has been conducted .  Chakwera and his close associates have been entangled in corruption and corrupt deals with nothing being done against his close men by the Anti Corruption Bureau, Law enforcement agencies and the Civil Society organizations despite overwhelming evidence of wrong doing ....",,Malawi Independent,0
OCT 5 2024,,"Outgoing President Lazarus Chakwera has bought 4 newly introduced Toyota Prados to be on his convoy amid hunger in Malawi which has claimed lives of ten citizens in various places, who breathed last after consuming wild tubers. The fleet has costed Malawians a whooping K1.7Billion kwacha, enough funds to feed a hunger stricken nation . This has come at a time when Malawians are dying of hunger and eating wild roots in Machinga and Blantyre where the situation is bad . On top of that , Chakwera has replaced his motor home and added a new Presidential vehicle on his convoy .",,Malawi Independent,0
MARCH 29 2020,DEMOCRATIC PROGRESSIVE PARTY (DPP) PUBLIC STATEMENT OUR SERIOUS CONCERN WITH AN INCREASE IN MCP VIOLENCE AND REIGN OF TERROR,"For Immediate Release 29TH March, 2020 (Lilongwe) INTRODUCTION The Democratic Progressive Party (DPP) is deeply concerned with a recent spate and increase in the violence and terror perpetrated by the Malawi Congress Party (MCP) and its agents. The new wave of terror has been gripped the Central Region where people in the districts of Lilongwe and Dedza are experiencing untold suffering and macabre attacks. We have issued this statement to condemn such violence. CONTEXT These sad events, recent attacks and terror activities, are targeting our DPP governors and DPP leaders in various villages across Lilongwe and Dedza. We have received reports that DPP supporters are living in fear and some have abandoned their homes, they have fled their villages, and are currently in hiding.  We have also received sad reports where groups of people that were holding meetings over MEDF loans were attacked and dispersed by the MCP and its hooligans. Some of these innocent people who were discussing MEDF loans are Malawians from the villages that are in the vicinity of MCP leader Lazarus Chakwera�s constituency in Lilongwe rural. They are innocent women, youths and men who were in search for economic empowerment to improve their lives and alleviate their poverty through the loans.  Some of these people who are attacked are not even DPP supporters. They are mere villagers since the MEDF loans are benefiting all deserving Malawians without regard to political affiliation. Unfortunately, MCP has in its usual style of using violence and terror, disturbed the economic prospects and has dashed the hopes for these innocent Malawians. MCP RECORD OF HISTORICAL VIOLENCE The DPP continues to register our profound concern with the record of violence that has become the identity of MCP as a party of darkness. History will never be erased as Malawians shall always remember MCP as a party of death. The Mwanza murders will never be forgotten. The death of Attati Mpakati, Mkwapatira Mhango, Chisiza and Orton Chirwa are all part of MCP�s historical legacy as a party of death.  Many Malawians were fed to crocodiles. Many lost their jobs, they parted with their families, and hundreds languished in exile because of MCP. A whole village of Che-Moto in Mangochi was burnt down under MCP. The party never respected human rights. Members of Jehova�s Witnesses suffered and many had their properties including houses seized. The MCP sent teachers from the Northern Region back to their districts in 1988.  Special prisons were built such as Mikuyu in Zomba where people like Sam Mpasu, Edge Kanyongolo and Jack Mapanje were incarcerated for months and years. Sadly, during the Referendum of 1993, the MCP voted against change. They rejected multiparty. They said NO to democracy. The MCP even planned to kill Catholic Bishops. But the majority of Malawians defeated the MCP and they chose democracy. Malawians chose peace and stability. They rejected darkness and we chose development. MCP AND MODERN DAY VIOLENCE We note with sadness that the MCP has not changed. We in the DPP hereby and urgently call upon all Malawians of goodwill to rise and protect our constitutional democracy. The MCP has not transformed. Our nation has been infiltrated with actors that are masquerading as democratic actors yet they are bent on demolishing the very foundations on which our hard worn democracy was built. The MCP is on the forefront leading this crusade of terror. We wish to repeat what we said a few weeks ago that we have recently observed the systematic collusion between Chilima and MCP who have hijacked the HRDC platform and have turned themselves into a three-some axis of evil. As the DPP, we will not tire, we will not relent, we will not be cowed down, and we will not give an inch of space for this axis of evil to overthrow our constitutional democracy. MCP is a misfit in our modern day democracy. They are continuing with their legacy and identity of terror. MCP has turned some few Nsundwe residents into modern day hitmen and agents of violence. We will not forget how a precious life of a police man was cut shot in Msundwe under the watch of the MCP leaders and Lazarus Chakwera. We will not forget how MCP and its agents have burned people�s houses, looted shops, demolished schools and set on fire police stations, all in the name of demonstrations.  Today, the Central Region is bleeding because of MCP. Parts of the Northern Region are also suffering from the joint terror operations under MCP-UTM and using the HRDC platform. We in the DPP will not get tired and we will condemn these undemocratic behaviours. DPP is a peaceful institution. We do not tolerate anarchy. We believe in development. CONCLUSION In conclusion, the DPP will ensure to protect our members from these attacks. The DPP wishes to assure all our supporters in the Central Region and in all regions of Malawi that we will protect you. We have put in place special measures, which we will not reveal the details here for obvious reasons. These measures are designed to ensure your safety. We have already linked up with law enforcement agencies to bring to book all the perpetrators of this violence, and we look forward to the arrests of these evil minded persons.  We wish to strongly warn and caution the MCP. Enough is enough. This time around, you will not succeed in your plans to cause chaos. We will hold you accountable and we will use all constitutionally acceptable means to block your evil plans. As the DPP, we will defend the Constitution. Violence and terror will never defeat democracy and development; darkness will never conquer light. Lastly, the DPP observes that Coronavirus (Covid-19) continues to wreak havoc in many countries. Since Malawi is not an island, we are bound to be affected in one way or the other. We therefore call upon all Malawians to follow the health guidelines and advice provided by His Excellency the State President Prof. Arthur Peter Mutharika. We urge all Malawians to adhere to the measures issued by the government. In addition, the DPP strongly warns the MCP and UTM to stop politicising the coronavirus.  We wish to admonish MCP that instead of fighting Coronavirus, MCP is busy fighting people. Instead of joining hands to fight Covid-19, MCP is busy unleashing terror on innocent villagers who simply want to receive MEDF loans in the Central Region. We will not leave you to succeed with your barbaric actions. DPP will protect development. DPP will protect Malawi. DPP! We are Unstoppable DPP! We are Unbreakable DPP! We are Unshakable DPP! We stand for Constitutionalism; We Stand for Development, Justice, and Security! Thank You, and God Bless Malawi. Signed: Griezeldar Jeffery Secretary General *Democratic Progressive Party*",,Malawi Independent,0
MARCH 29 2020,JUNIOR MDF OFFICERS GET FULL SALARIES WITHOUT DEDUCTIONS,"Opposition attempts to mudslide new Army General flops The MCP/UTM desperate attempt to fight the new Army Commander and creating tension within Malawi Defence Forces has failed with information emerging that no junior officer in the MDF has his or her salary deducted, Cables can confirm. UTM and MCP alliance has unleashed a propaganda scheme alleging new MDF General is working on a plan to fund DPP by deducting salaries of junior officers without any explanation. As our duty is to investigate and provide this nation with correct information, Cables through its operatives in 1 MR, 2 MR, 3 MR, 4 MR, 5 MR, 6 MR and other military formations have established that all is well within MDF and no officer in the other ranks has suffered a salary decrease without any explanation in an attempt to loot funds to fund DPP campaign as alleged by opposition. Cables have established that opposition wants to use some people within the MDF to mess with the payroll of our men in uniform and point fingers at the new Commander. We have it on authority and we are monitoring all those that have been tasked to distort payrolls for soldiers to cause unrest in the military. As Cables, we will give a proper dosage to the ones involved and this has been done as a cover up for the dirt that Cables have sniffed from the MDF.  ",,Malawi Independent,0
MARCH 29 2020,OPPOSITION CREATES BLOOD SUCKERS STORY TO MAKE NORTH AND CENTRAL REGIONS NO GO ZONES FOR DPP ,"Cables investigations on stories about blood sucking in Central and Northern region districts has revealed that it is just a ploy by opposition parties to make people of the two regions create no go zones for ruling Democratic Progressive Party (DPP). According to information gathered by the Cables, Malawi Congress Party and UTM are aware that DPP is fond of using unconventional campaign tactics and as an attempt to stop them they have resorted to creating fear on the people in the two regions so that DPP officials must not be able to carry out underground campaign operations as doing that will expose the operatives who will be suspected as blood suckers. Cables urge law enforcers to be vigilant in curbing this to avert the risk of having innocent people killed by the brainwashed mobs.  ",,Malawi Independent,0
MARCH 27 2020,CABLES EDITORIAL COMMENT. BRAVO MALAWIANS FOR SNUBBING THESE POWER HUNGRY OPPOSITION POLITICIANS,"Greedy politicians are those that won't mind destroying their own country as long as they get what they want. A few days ago opposition political parties UTM and Malawi Congress Party in their quest to bring the DPP government on its knees held a joint press briefing where they communicated a number of strategies they have put in place to force MEC Chair Jane Ansah and all the commissioners to resign after president Mutharika threw to the dustbin a recommendation from the Public Appointments Committee of parliament to fire them. One of the strategies that was communicated during the press briefing was telling Malawians to abscond from work on Friday the 27th March 2020. Cometh the day and Malawians said no. They stood by principles of patriotism and reported for work. Bravo! Cables therefore condemn the opposition for making irrational decisions that can destroy the only country we call home. It's refreshing to note that Malawians chose their country by not listening to the desperate opposition parties. On Friday March 27th 2020, Malawians woke up early and went on to their daily chores. If this is not a middle finger to the opposition then what is? Cables are even more pleased to see pictures of opposition supporters in their offices, a sign that for once they opted for their country and not cheap politics as promoted by these desperate opposition parties. Cables therefore part Malawians at the back for doing the right thing today. Let's always remember and stand by these three important pillars of development; patriotism, hardwork and integrity.  ",,Malawi Independent,0
MARCH 25 2020  ,OPPOSITION HIRES RIGGING TEAM; SIMBI PHIRI FOOTS THE BILLS TUESDAY,Cables is in possession of files and communication trails exposing a team which Simbi Phiri has paid $1.2 million to rig the coming fresh elections in Malawi. We can confidently reveal that the deals were striked two days ago when the team was contracted. The team leader is a Rwandese of Kenyan origin and other two guys from overseas. Dr. Bright Gameli Mawudor is the one coordinating a team of two hackers made of a Bulgarian and a Romanian.  ,,Malawi Independent,0
MARCH 25 2020  ,"HARRY MKANDAWIRE, KHUMBO KACHALI TO DUMP MCP/UTM ALLIANCE","As Senior members have shown interest to jump the sinking ship Senior Malawi Congress Party officials including its Vice President for the North Harry Mkandawire are set to dump the MCP/UTM Alliance, Cables can reveal. According to information we have gathered, those that are set to dump the alliance include former state Vice President and Freedom party President Khumbo Kachali, Halima Daudi, Khumbize Chiponda and Ken Kandodo among others. Cables have it on higher authority that about 10 Members of Parliament for MCP from across the country have also shown interest in dumping the alliance saying it lacks leadership, vision, tolerance and zeal to serve Malawians. We can further reveal that meetings have been taking place championed by Harry Mkandawire and Kachali on their next move before the fresh elections. It is not yet known why prominent figures are dumping the MCP and UTM alliance barely days after they signed their agreement. Most people in MCP according to the Cables do not feel safe with the coming in of Chilima virus, who they have accused of being a fortune seeker and a greedy politician who can even kill just to get to the presidency, as revealed by the recordings in which he was heard planning to assassinate President Arthur Peter Mutharika. Cables will keep you updated as the drama in the UTM/MCP alliance unfolds.  ",,Malawi Independent,0
MARCH 18 2020,"MCP PLANS TO ASSASSINATE VP CHILIMA USING RSA MAFIOSO; CHAKWERA ""NOT AWARE OF THE PLOT"". ","Cables can exclusively reveal that Malawi Congress Party operatives have resurrected plans to assassinate Vice President Saulos Chilima, saying his political stamina is affecting their popularity and votes, Cables can reveal. According to information in our possession, prior to the May 21 polls in 2019, MCP operatives led by Secretary General Eisenhower Mkaka and South Africa based business magnate Simbi Phiri identified a team of hitmen from South Africa, who were paid handsomely to terminate Chilima and heap the blame on the ruling DPP. They raised serious concerns that the coming of UTM was a challenge to MCP therefore affecting their chances of winning the 2019 elections. However, this plan was hatched without the blessings of MCP President Lazarus Chakwera who later after knowing of the plan instructed his boys to drop it. The plan was therefore botched only to be resurrected after MCP lost the election claiming Chilima is the reason MCP lost. Now with squabbles in the MCP and UTM alliance as to who will lead their coalition, Mkaka and Simbi Phiri are back with their evil plans. We can reveal that hitmen have arrived in the country from South Africa to handle Chilima without the knowledge of Chakwera again. Their plan is simple, get rid of Chilima, and take control of UTM. We will give you details of the hitmen and where they are residing as of now.  ",,Malawi Independent,0
MARCH 18 2020,UTM-MCP ALLIANCE CANCELS THE MUCH-BILLED MANGOCHI RALLY  ,"_As people of Mangochi demand answers from the two parties on the death of Inspector Imedi_   UTM together with their political allies MCP will never know peace as the people of Mangochi have demanded answers from the two parties on the death of one of their own, Inspector Imedi, who was brutally murdered by MCP, UTM, and HRDC-sponsored terrorists from Msundwe. The development has forced the opposition alliance to cancel its planned political rally over the weekend, Cables can reveal. Cables understand that the people of Mangochi have demanded that the two opposition parties must provide answers before holding any political party activities in the eastern region. MCP and UTM celebrated the death of Inspector Imedi, with MCP leader Lazarus Chakwera holding a political rally in Msundwe soon after the incident to thank the terrorists for committing such an inhuman act against an innocent officer who died while protecting people's lives and property.  ",,Malawi Independent,0
MARCH 18 2020,IN POSSESSION OF MCP's STRATEGY FOR FRESH ELECTION  ,"We can confidently reveal that we are in possession of a document which is the Master Plan for MCP for the upcoming fresh presidential election. MCP hired a Zambian, a former cabinet minister who worked in Zambia's intelligence unit, Mr. Vernon Mwanga, to create a political strategy for the party in the forthcoming fresh poll. We have the entire copy and will soon be unpacking it for the public. We have made plenty of copies and will share them with those who want it, as well as sharing it on social media in a series. During his stay in Malawi for consultations with the MCP strategy team, the consultant also engaged in a sex spree with three women, including a former Miss Malawi, at Cross Roads Hotel in Lilongwe. We have all of those on tape.  ",,Malawi Independent,0
MARCH 18 2020,CABLES TAKE  APM WEEK of Resetting the DPP System.  ,"Our State President, His Excellency Professor Arthur Peter Mutharika, is a political strategist who loves reading war books. He strikes when his opponents least expect it, Cables can confirm. This week, the President is busy dealing with issues of national importance, and the Cables have named it ""APM WEEK"" with a hashtag #OperationResettingDPPSystem. Cables have it on authority that our revered Professor of Law is not yet done with more announcements on decisions he has made. Stay glued to your radios around noon today for the mother of all breaking news.  ",,Malawi Independent,0
MARCH 16 2020  ,ON A MISSION TO FINISH MCP: CHILIMA CONFIDES TO HIS INNER CIRCLE THAT HE WILL LEAD THE MCP/UTM ALLIANCE  ,"UTM president Saulos Chilima has confided to his inner circle that he will lead the MCP/UTM alliance, with Malawi Congress Party president Lazarus Chakwera as his running mate. If not, Chilima insists MCP should forget about the alliance because he is already the Vice President, while Chakwera is just a mere parliamentarian with no experience in running government affairs, Cables can reveal. ""Chakwera is only popular in the Central Region; the alliance needs a candidate who is popular in all regions, and that person is me,"" Chilima is quoted as saying. Cables have learned that Chilima has set up a team to clandestinely push for his presidential ambition within the alliance. Chilima insists that he is well-placed to lead the alliance as he has experience in government, having served as Cabinet Minister and Vice President.  ",,Malawi Independent,0
MARCH 11 2020,,"Unofficial results for Liwawadzi local government by-elections: Precios Chimtengo ( Ind) 665 votes Pharaoh Kambiri ( DPP) 2,615 votes Mervin Makwinja ( FP)101votes Harish Mhere ( MMD) 28 votes Ronald Mphepo 537, Obedi Peter ( Ind) 632 votes. Total: 4,578 Null and VoidS 30, Total votes cast: 4,608 Total registered voters: 20, 482",,Malawi Independent,0
MARCH 15 2020,MUTHARIKA�S 48 MEMBER STRONG CABINET ,"Mutharika must hire an inclusive 48 member strong cabinet. No half measures. You�re damned if you hire 20, damned if you hire 50. Well, you may as well go all the way. It should be a political and not feel good cabinet. Oh, before I forget Mr. President spare 10 slots for cadets from both camps and surprises. This time don�t allow HRDC, media, PAC, judges, religious organizations, usual quoted political commentators and analysts to dictate you as all these are looking out for the interests of MCP and UTM not that of the country as they claim. Be bold and decisive in making this decision. Let them kick and scream on top of their lungs as they always do. Give them red meat and something to talk about.  I hear MCP/UTM alliance once in power they intend to have not only president and his VP but also first and second prime minister as well as second and third Vice Presidents. The truth is all of your critics above will be awol and see no problem even if they come up with a 70 member cabinet. You don�t only call out hypocrites, you punch back tenfold.",,Malawi Independent,0
MARCH 12 2020,UTM-MCP ALLIANCE WIDENS CRACKS IN UTM,"Some NEC members challenged Chilima over the alliance with MCP Cracks continue to emerge in United Transformation Movement of Saulos Chilima after the meeting the Central Executive Committee (CEC) had on Wednesday. Chilima who is in a political dilemma briefed his central executive committee that he had a meeting with Lazarus Chakwera on Thursday night last week around 9:00 PM where the two leaders agreed to go into a political alliance. He revealed to the  Committee that the talks were being initiated by business magnet, billionaire Simbi Phiri and some justice of appeal judges whom he did not mention. Cables understand that Chilima met these judges again on  Monday evening around 9:30 PM  where they were given  $ 1 million to sway  judgement of the stay of execution order on Wednesday in their favor but their plans changed after Cables exposed details of the court proceedings on the matter. During the UTM Nec meeting some senior officials including -Norman Nyirenda, Willet Kalonga & Leonard Chipoya voted NO to the alliance while veteran Musician Lucius Banda refused to vote at first but later voted yes with a with a heavy heart when he was promised MK 200 million from Simbi Phiri. Patricia Kaliati who voted YES for the alliance openly told Saulos Chilima and the Central Executive Committee that people of Mulanje and other lomwe belt Areas who gave their votes to Chilima will not be able to support the  UTM-MCP Alliance. Comedians turned politicians Michael Usi ( Manganya) , Bon Kalindo ( Winiko) along with Chidanti Malunga gave an emphatic YES to the alliance. However, Yassin Maoni advised Saulos Chilima and Central Executive Committee to avoid bypassing the National Executive Committee by way of endorsing the Central Executive Committee resolutions as it was unconstitutional and can be challenged. There are mixed reactions to the alliance between UTM and MCP supporters, with others emphasizing they will not vote as ideologies which made them to follow Chilima are not the same with MCP.",,Malawi Independent,0
MARCH 11 2020,,Malawi Congress Party (MCP) and UTM supporters on Tuesday wrecked havoc on Islamic Information Bureau facility in Lilongwe as they vented their anger after Police arrested Human Rights Defenders Coalition (HRDC) chairperson Timothy Mtambo. MCP and UTM has been hiding behind HRDC organising violent demostrations in Lilongwe and some Northern region districts.,,Malawi Independent,0
